tech company,employer provided healthcare with mental benefits,employer provided mental healthcare awareness,current mental health disorder,mental health diagnosis,family history of mental illness,discussed personal mental health with employer,anonymity protected when using benefits,ease of asking for leave,comfortable discussing a mental health issue with direct supervisor(s),comfortable discussing a mental health issue with coworkers,Number of employees,how well do you think the tech industry supports employees with mental health issues,observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace,Age,Gender,Country of residence,Race,year
1.0,Yes,Yes,Possibly,,Yes,1.0,I don't know,Difficult,No,Yes,More than 1000,1.0,"Yes, I experienced",No,44.0,Male,United States of America,White,2018
0.0,Yes,No,Yes,Yes,Yes,1.0,I don't know,I don't know,Yes,No,500-1000,2.0,"Yes, I observed","Yes, I experienced",28.0,Trans man,United States of America,White,2018
1.0,Yes,No,Possibly,,Yes,0.0,I don't know,Very easy,Maybe,Yes,More than 1000,2.0,"Yes, I observed","Yes, I observed",41.0,Female,United States of America,White,2018
0.0,Yes,No,No,,No,0.0,I don't know,Somewhat easy,Maybe,Maybe,26-100,3.0,No,No,38.0,male,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,I don't know,0.0,I don't know,I don't know,Maybe,Maybe,100-500,3.0,Maybe/Not sure,"Yes, I experienced",37.0,Cis-male,United States of America,White,2018
0.0,I don't know,,Don't Know,,Yes,0.0,I don't know,Somewhat difficult,Yes,Yes,100-500,2.0,No,No,36.0,Male,Japan,,2018
0.0,I don't know,No,No,,No,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,More than 1000,3.0,No,No,33.0,m,United States of America,White,2018
0.0,Yes,Yes,Yes,Yes,I don't know,0.0,Yes,Somewhat easy,Maybe,Yes,More than 1000,3.0,"Yes, I observed","Yes, I experienced",35.0,Female,United States of America,White,2018
,,,No,,No,,,,,,,3.0,"Yes, I observed",Maybe/Not sure,31.0,Male,Colombia,,2018
1.0,Yes,Yes,Yes,Yes,No,1.0,Yes,Somewhat easy,Maybe,Maybe,More than 1000,3.0,No,Maybe/Not sure,43.0,Male,United States of America,White,2018
1.0,Not eligible for coverage / NA,,Possibly,,Yes,1.0,Yes,Very easy,Yes,Yes,26-100,4.0,No,"Yes, I experienced",34.0,M,United States of America,White,2018
1.0,No,,Possibly,,Yes,1.0,Yes,Somewhat easy,Yes,Maybe,1-5,1.0,Maybe/Not sure,"Yes, I experienced",44.0,Female,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Yes,Maybe,500-1000,3.0,Maybe/Not sure,"Yes, I observed",38.0,Male,United States of America,White,2018
1.0,No,,No,,No,0.0,Yes,Somewhat easy,Maybe,Maybe,1-5,3.0,No,No,55.0,m,United States of America,I prefer not to answer,2018
1.0,Not eligible for coverage / NA,No,Possibly,,I don't know,1.0,I don't know,Very easy,No,No,100-500,1.0,No,Maybe/Not sure,25.0,M,India,,2018
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Difficult,No,No,100-500,2.0,No,No,37.0,Male,United States of America,White,2018
1.0,Yes,No,No,,No,0.0,I don't know,Very easy,Maybe,Yes,100-500,3.0,No,Maybe/Not sure,39.0,Male,United States of America,White,2018
1.0,Yes,Yes,Possibly,,I don't know,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,More than 1000,2.0,"Yes, I observed",No,23.0,male,United States of America,White,2018
,,,No,,I don't know,,,,,,,3.0,No,"Yes, I observed",34.0,f,United States of America,White,2018
1.0,Yes,No,Yes,Yes,I don't know,1.0,I don't know,Somewhat difficult,Maybe,Maybe,26-100,3.0,No,"Yes, I observed",43.0,M,United States of America,White,2018
0.0,I don't know,No,Yes,Yes,Yes,1.0,Yes,Neither easy nor difficult,Yes,Maybe,6-25,3.0,Maybe/Not sure,Maybe/Not sure,29.0,Male,United States of America,White,2018
1.0,No,,Possibly,,Yes,0.0,I don't know,Somewhat easy,Yes,Yes,6-25,3.0,No,"Yes, I observed",25.0,Male,United States of America,White,2018
1.0,Yes,Yes,Don't Know,,I don't know,1.0,Yes,Very easy,Maybe,No,6-25,3.0,Maybe/Not sure,Maybe/Not sure,36.0,Male ,United States of America,White,2018
1.0,Yes,Yes,Don't Know,,No,0.0,Yes,Very easy,Yes,Yes,100-500,3.0,"Yes, I observed","Yes, I observed",33.0,Male,United States of America,,2018
1.0,Yes,No,No,,Yes,0.0,I don't know,Somewhat easy,Yes,Yes,100-500,3.0,"Yes, I observed","Yes, I observed",34.0,male,United States of America,White,2018
1.0,Yes,Yes,Don't Know,,No,0.0,Yes,Somewhat easy,Maybe,Maybe,More than 1000,2.0,No,No,28.0,m,United States of America,White,2018
0.0,Yes,Yes,No,,Yes,0.0,I don't know,Somewhat easy,Yes,Maybe,100-500,2.0,Maybe/Not sure,"Yes, I observed",54.0,transgender,United States of America,White,2018
0.0,I don't know,No,No,,No,0.0,I don't know,I don't know,Yes,Maybe,26-100,2.0,No,No,39.0,male,United States of America,White,2018
0.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat difficult,No,Maybe,100-500,2.0,Maybe/Not sure,Maybe/Not sure,37.0,cis male,United States of America,White,2018
1.0,I don't know,No,Don't Know,,Yes,0.0,I don't know,Somewhat easy,No,No,26-100,1.0,"Yes, I observed","Yes, I observed",29.0,m,United States of America,White,2018
1.0,I don't know,No,Possibly,,Yes,0.0,I don't know,Very easy,Yes,Maybe,More than 1000,3.0,"Yes, I observed","Yes, I experienced",31.0,Male,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,No,1.0,Yes,Very easy,Yes,Yes,More than 1000,2.0,"Yes, I observed","Yes, I experienced",49.0,Male,United States of America,White,2018
1.0,Yes,No,No,,Yes,0.0,Yes,Very easy,Maybe,No,100-500,2.0,"Yes, I observed","Yes, I observed",43.0,Male,United States of America,White,2018
0.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Yes,Yes,500-1000,4.0,"Yes, I experienced","Yes, I experienced",38.0,non binary,United States of America,White,2018
1.0,Yes,Yes,No,,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,100-500,4.0,No,No,35.0,female,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,I don't know,0.0,I don't know,Somewhat easy,Maybe,Maybe,More than 1000,3.0,"Yes, I observed","Yes, I observed",23.0,Male,United States of America,White,2018
1.0,I don't know,No,No,,Yes,0.0,Yes,Very easy,Yes,Yes,26-100,3.0,No,No,42.0,Male,United Kingdom,,2018
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Somewhat easy,Yes,Maybe,More than 1000,4.0,Maybe/Not sure,Maybe/Not sure,36.0,male,United States of America,White,2018
1.0,Yes,No,Yes,No,No,0.0,I don't know,Somewhat easy,Yes,No,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,38.0,Male,United States of America,White,2018
1.0,I don't know,No,Possibly,,No,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,1.0,"Yes, I experienced",No,41.0,Male,United Kingdom,,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Neither easy nor difficult,Yes,Maybe,More than 1000,2.0,"Yes, I experienced","Yes, I experienced",37.0,f,United States of America,White,2018
1.0,I don't know,No,Yes,Yes,Yes,0.0,Yes,Somewhat easy,Yes,Maybe,26-100,4.0,Maybe/Not sure,"Yes, I experienced",25.0,male,United States of America,White,2018
1.0,Yes,Yes,No,,Yes,1.0,Yes,Somewhat easy,Yes,Yes,100-500,3.0,No,Maybe/Not sure,33.0,Male,United States of America,White,2018
1.0,I don't know,No,No,,Yes,0.0,I don't know,Somewhat easy,Yes,Yes,100-500,3.0,Maybe/Not sure,Maybe/Not sure,35.0,Female/gender non-binary.,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Neither easy nor difficult,No,Maybe,More than 1000,4.0,No,"Yes, I experienced",32.0,Female,United States of America,White,2018
,,,Possibly,,I don't know,,,,,,,1.0,"Yes, I observed",No,45.0,,United States of America,,2018
1.0,No,No,Yes,Yes,Yes,0.0,I don't know,Difficult,No,Yes,100-500,3.0,No,"Yes, I experienced",25.0,Female ,Poland,,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Neither easy nor difficult,Yes,Maybe,More than 1000,3.0,Maybe/Not sure,"Yes, I observed",40.0,Cis woman,United States of America,White,2018
1.0,Yes,Yes,No,,No,0.0,I don't know,Somewhat easy,Maybe,Yes,100-500,4.0,No,"Yes, I observed",34.0,Male,United States of America,White,2018
1.0,Yes,Yes,No,,No,0.0,Yes,Somewhat easy,Yes,No,More than 1000,2.0,No,No,28.0,Male,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Somewhat difficult,No,No,More than 1000,2.0,"Yes, I experienced",No,49.0,M,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Yes,Yes,100-500,3.0,No,"Yes, I experienced",33.0,female,United States of America,White,2018
,,,Yes,Yes,I don't know,,,,,,,2.0,"Yes, I observed","Yes, I experienced",41.0,Cis Male,United States of America,White,2018
1.0,Yes,Yes,Possibly,,Yes,0.0,Yes,Very easy,No,Maybe,26-100,4.0,Maybe/Not sure,"Yes, I observed",36.0,m,United States of America,White,2018
1.0,No,,Yes,Yes,Yes,1.0,No,Difficult,Maybe,Maybe,More than 1000,2.0,"Yes, I observed","Yes, I experienced",37.0,Male,United States of America,White,2018
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Difficult,Maybe,Maybe,6-25,2.0,"Yes, I observed","Yes, I observed",39.0,Male,United States of America,White,2018
1.0,I don't know,No,Possibly,,Yes,0.0,I don't know,Somewhat difficult,No,Maybe,100-500,2.0,"Yes, I observed","Yes, I observed",49.0,Female (cisgender),United States of America,White,2018
1.0,I don't know,No,No,,No,0.0,I don't know,I don't know,Yes,Maybe,100-500,3.0,No,Maybe/Not sure,33.0,Male,United States of America,White,2018
1.0,Not eligible for coverage / NA,,Possibly,,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,6-25,2.0,Maybe/Not sure,"Yes, I observed",29.0,,United Kingdom,,2018
,,,Don't Know,,No,,,,,,,3.0,No,Maybe/Not sure,34.0,M,United States of America,White,2018
1.0,I don't know,No,Possibly,,No,1.0,I don't know,Very easy,Yes,Yes,100-500,4.0,"Yes, I observed","Yes, I experienced",29.0,Male,United Kingdom,,2018
1.0,Yes,No,Don't Know,,No,0.0,I don't know,I don't know,Maybe,Maybe,26-100,3.0,No,No,25.0,Male,United States of America,White,2018
0.0,I don't know,No,Yes,Yes,I don't know,0.0,I don't know,Difficult,No,No,100-500,2.0,"Yes, I experienced","Yes, I observed",35.0,Male,United States of America,White,2018
,,,No,,No,,,,,,,3.0,Maybe/Not sure,Maybe/Not sure,32.0,Male,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,I don't know,Yes,Yes,6-25,4.0,"Yes, I experienced","Yes, I observed",21.0,Male,United States of America,White,2018
1.0,Yes,No,No,,No,0.0,Yes,Very easy,Yes,Yes,6-25,5.0,No,Maybe/Not sure,43.0,M,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Somewhat easy,Yes,Yes,More than 1000,2.0,Maybe/Not sure,"Yes, I experienced",31.0,Female,United States of America,White,2018
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,I don't know,Maybe,Maybe,26-100,2.0,"Yes, I observed",Maybe/Not sure,27.0,Cis-Female,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,I don't know,0.0,Yes,Somewhat easy,No,No,6-25,5.0,No,No,23.0,Man,United States of America,White,2018
0.0,Yes,Yes,No,,Yes,1.0,Yes,Very easy,No,No,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,28.0,male,United States of America,White,2018
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,No,No,More than 1000,2.0,"Yes, I observed","Yes, I observed",37.0,Female,United States of America,More than one of the above,2018
1.0,I don't know,No,No,,No,0.0,I don't know,Somewhat easy,Maybe,Yes,6-25,3.0,No,No,30.0,male,United States of America,White,2018
1.0,Yes,Yes,No,,No,0.0,I don't know,I don't know,No,No,6-25,1.0,No,No,30.0,M,United States of America,White,2018
1.0,Yes,No,Yes,Yes,I don't know,1.0,I don't know,Somewhat difficult,Maybe,Maybe,100-500,1.0,"Yes, I experienced",No,30.0,Cisgendered woman,United States of America,White,2018
,,,Possibly,,I don't know,,,,,,,2.0,Maybe/Not sure,No,32.0,F,United States of America,White,2018
0.0,No,No,Yes,Yes,Yes,0.0,I don't know,Difficult,No,No,More than 1000,1.0,"Yes, I experienced",No,35.0,M,United States of America,White,2018
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Very easy,Yes,Maybe,More than 1000,1.0,"Yes, I observed",No,45.0,Female,United States of America,More than one of the above,2018
1.0,No,Yes,Yes,Yes,Yes,0.0,I don't know,Difficult,No,Maybe,500-1000,2.0,"Yes, I experienced",No,31.0,female,Germany,,2018
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,Maybe,Yes,100-500,3.0,Maybe/Not sure,"Yes, I observed",34.0,Female,United States of America,White,2018
1.0,No,No,Possibly,,Yes,1.0,I don't know,Difficult,No,No,100-500,2.0,"Yes, I experienced","Yes, I experienced",30.0,Male,United States of America,More than one of the above,2018
1.0,Yes,Yes,Yes,Yes,I don't know,1.0,I don't know,Somewhat easy,No,Maybe,More than 1000,2.0,No,No,33.0,Trans woman,United States of America,White,2018
1.0,I don't know,No,Don't Know,,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,26-100,3.0,No,"Yes, I observed",32.0,Male,New Zealand,,2018
0.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,I don't know,No,No,500-1000,2.0,Maybe/Not sure,No,28.0,female,United States of America,White,2018
1.0,No,Yes,No,,Yes,1.0,I don't know,Somewhat easy,No,Yes,6-25,1.0,"Yes, I experienced",No,28.0,Male,United States of America,More than one of the above,2018
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Neither easy nor difficult,No,Yes,500-1000,2.0,No,No,33.0,Male,United States of America,White,2018
1.0,Yes,Yes,Possibly,,I don't know,1.0,Yes,Very easy,No,Yes,100-500,3.0,Maybe/Not sure,"Yes, I observed",28.0,Female,United States of America,Asian,2018
1.0,I don't know,No,Yes,No,Yes,1.0,I don't know,I don't know,Maybe,Maybe,100-500,1.0,"Yes, I experienced",Maybe/Not sure,28.0,Female,United States of America,White,2018
1.0,I don't know,No,No,,No,0.0,No,Somewhat easy,Yes,Maybe,26-100,2.0,Maybe/Not sure,Maybe/Not sure,43.0,Male,United States of America,White,2018
1.0,I don't know,No,No,,No,0.0,I don't know,Neither easy nor difficult,Yes,Maybe,More than 1000,3.0,"Yes, I observed","Yes, I observed",31.0,Female,United States of America,Asian,2018
0.0,Yes,No,Possibly,,No,0.0,I don't know,Somewhat easy,Yes,Maybe,500-1000,3.0,No,Maybe/Not sure,40.0,female,United States of America,White,2018
0.0,Yes,No,Possibly,,I don't know,0.0,I don't know,Somewhat easy,Maybe,Maybe,More than 1000,2.0,No,No,42.0,Female,United States of America,White,2018
1.0,Yes,No,Possibly,,Yes,0.0,I don't know,Somewhat difficult,Maybe,Maybe,26-100,3.0,No,"Yes, I experienced",38.0,Male,United States of America,White,2018
1.0,I don't know,Yes,No,,No,1.0,Yes,Very easy,Yes,Yes,100-500,3.0,Maybe/Not sure,Maybe/Not sure,39.0,Male,United States of America,White,2018
0.0,Not eligible for coverage / NA,No,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,Maybe,Maybe,6-25,1.0,No,"Yes, I observed",21.0,Male,United States of America,White,2018
1.0,Yes,Yes,Possibly,,Yes,1.0,I don't know,Somewhat easy,Maybe,Yes,100-500,4.0,"Yes, I observed","Yes, I observed",32.0,woman,United States of America,More than one of the above,2018
1.0,Not eligible for coverage / NA,Yes,Possibly,,Yes,1.0,I don't know,I don't know,Maybe,Yes,6-25,3.0,No,No,32.0,Male,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,Yes,100-500,2.0,"Yes, I observed","Yes, I experienced",40.0,Male ,United States of America,White,2018
,,,Yes,Yes,Yes,,,,,,,4.0,No,"Yes, I experienced",35.0,Male,United States of America,White,2018
1.0,Yes,Yes,Possibly,,No,0.0,Yes,I don't know,No,Maybe,More than 1000,3.0,"Yes, I observed","Yes, I experienced",28.0,Male,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Neither easy nor difficult,Yes,Yes,500-1000,2.0,No,"Yes, I experienced",25.0,Female,United States of America,White,2018
1.0,Yes,Yes,No,,Yes,0.0,Yes,Very easy,No,No,More than 1000,4.0,No,No,37.0,male,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,I don't know,1.0,Yes,Very easy,Yes,Yes,100-500,3.0,No,"Yes, I experienced",40.0,genderfluid,United States of America,White,2018
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,26-100,3.0,Maybe/Not sure,Maybe/Not sure,31.0,Female,United States of America,White,2018
,,,Yes,Yes,I don't know,,,,,,,2.0,"Yes, I experienced",No,47.0,F,Belgium,,2018
1.0,Yes,No,Yes,Yes,Yes,1.0,I don't know,Somewhat easy,No,Maybe,100-500,2.0,Maybe/Not sure,"Yes, I experienced",26.0,Genderqueer,United States of America,White,2018
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,Yes,No,26-100,3.0,No,Maybe/Not sure,27.0,Female,United States of America,White,2018
1.0,I don't know,Yes,No,,No,0.0,No,Neither easy nor difficult,No,No,6-25,1.0,Maybe/Not sure,Maybe/Not sure,46.0,m,Norway,,2018
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,2.0,No,No,22.0,Woman,United States of America,Black or African American,2018
1.0,No,,No,,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,26-100,3.0,No,"Yes, I experienced",37.0,Female,Ireland,,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,I don't know,No,Yes,100-500,1.0,"Yes, I experienced","Yes, I experienced",27.0,Male,United States of America,White,2018
0.0,Yes,No,Possibly,,Yes,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,3.0,No,No,28.0,Female,United States of America,I prefer not to answer,2018
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Somewhat easy,No,Maybe,100-500,2.0,Maybe/Not sure,Maybe/Not sure,32.0,female,United States of America,White,2018
1.0,Yes,No,No,,Yes,0.0,I don't know,Somewhat easy,Maybe,Yes,100-500,2.0,"Yes, I observed",Maybe/Not sure,33.0,Male,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Maybe,Maybe,More than 1000,4.0,Maybe/Not sure,"Yes, I observed",27.0,Female,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Somewhat easy,Yes,Maybe,More than 1000,2.0,No,Maybe/Not sure,38.0,female,United States of America,White,2018
,,,Yes,Yes,Yes,,,,,,,5.0,No,No,31.0,Male,United States of America,White,2018
1.0,Yes,No,Yes,Yes,No,1.0,Yes,Very easy,Yes,Yes,6-25,3.0,No,"Yes, I experienced",28.0,Female,United States of America,White,2018
0.0,Yes,No,Don't Know,,I don't know,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,More than 1000,1.0,"Yes, I observed",No,32.0,Female,United States of America,White,2018
0.0,No,No,Possibly,,No,0.0,Yes,Very easy,Yes,No,26-100,3.0,No,No,30.0,Female,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,No,0.0,I don't know,I don't know,No,Maybe,100-500,2.0,No,Maybe/Not sure,26.0,Female,United States of America,White,2018
0.0,I don't know,No,Possibly,,Yes,0.0,I don't know,I don't know,No,No,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,41.0,Female,United States of America,White,2018
1.0,I don't know,No,Don't Know,,No,0.0,I don't know,Somewhat easy,Maybe,Maybe,100-500,2.0,Maybe/Not sure,"Yes, I experienced",39.0,Female,United States of America,White,2018
1.0,Yes,No,Don't Know,,I don't know,0.0,I don't know,I don't know,Maybe,Yes,100-500,3.0,No,Maybe/Not sure,37.0,Demiguy,United States of America,White,2018
0.0,Not eligible for coverage / NA,,Possibly,,I don't know,0.0,Yes,I don't know,No,No,More than 1000,3.0,No,Maybe/Not sure,21.0,Female,United States of America,Asian,2018
,,,Possibly,,Yes,,,,,,,2.0,Maybe/Not sure,"Yes, I observed",38.0,Male,United States of America,White,2018
0.0,Yes,Yes,No,,I don't know,0.0,I don't know,Somewhat easy,No,Yes,100-500,1.0,No,Maybe/Not sure,35.0,Female ,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,I don't know,1.0,I don't know,Somewhat easy,No,Maybe,More than 1000,3.0,"Yes, I experienced",No,33.0,Female,Switzerland,,2018
1.0,Yes,No,Don't Know,,I don't know,0.0,Yes,Somewhat easy,No,No,26-100,2.0,Maybe/Not sure,Maybe/Not sure,38.0,Male ,Netherlands,,2018
1.0,No,,Yes,Yes,I don't know,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,6-25,3.0,Maybe/Not sure,"Yes, I observed",29.0,female,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,I don't know,0.0,Yes,Somewhat easy,Maybe,Yes,500-1000,4.0,"Yes, I observed","Yes, I observed",25.0,Female,United States of America,White,2018
1.0,I don't know,No,Don't Know,,Yes,0.0,I don't know,Somewhat easy,No,Maybe,100-500,2.0,Maybe/Not sure,Maybe/Not sure,41.0,female,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,Yes,26-100,3.0,"Yes, I observed","Yes, I observed",37.0,Female,United States of America,White,2018
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,6-25,2.0,No,Maybe/Not sure,29.0,Male,United States of America,White,2018
1.0,Yes,No,No,,No,1.0,I don't know,Very easy,Yes,Yes,100-500,3.0,"Yes, I observed","Yes, I observed",45.0,F,United States of America,White,2018
1.0,I don't know,No,No,,No,0.0,Yes,Very easy,No,No,6-25,2.0,No,No,45.0,none,Germany,,2018
1.0,Yes,No,Possibly,,No,0.0,Yes,Somewhat easy,Yes,Yes,100-500,2.0,"Yes, I observed","Yes, I observed",45.0,Female,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Yes,Yes,More than 1000,3.0,"Yes, I observed","Yes, I experienced",30.0,Trans female,United States of America,White,2018
1.0,I don't know,No,No,,No,0.0,I don't know,Very easy,Yes,Yes,6-25,3.0,No,No,27.0,male,United States of America,American Indian or Alaska Native,2018
0.0,I don't know,No,No,,No,0.0,I don't know,Difficult,Yes,Maybe,6-25,2.0,No,No,36.0,Cisgender male,United States of America,White,2018
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Difficult,No,Maybe,500-1000,3.0,No,"Yes, I observed",44.0,F,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,I don't know,0.0,I don't know,I don't know,Maybe,Yes,More than 1000,4.0,Maybe/Not sure,Maybe/Not sure,35.0,Female,United States of America,White,2018
1.0,I don't know,No,Possibly,,Yes,1.0,I don't know,I don't know,Maybe,No,6-25,1.0,No,No,42.0,non-binary,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,No,No,More than 1000,4.0,No,No,26.0,Male,United States of America,White,2018
,,,No,,Yes,,,,,,,3.0,"Yes, I observed","Yes, I experienced",33.0,Female,United States of America,Asian,2018
1.0,Yes,Yes,Possibly,,Yes,1.0,I don't know,Very easy,Yes,Yes,100-500,4.0,No,"Yes, I experienced",25.0,Genderqueer,United States of America,I prefer not to answer,2018
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,2.0,No,No,36.0,F,United States of America,White,2018
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Neither easy nor difficult,Yes,No,500-1000,2.0,"Yes, I observed",No,32.0,female,United States of America,White,2018
